strain,rep,treat.env,treat.bio,mixID,dilution,AA.mM,sucrose,timepoint,count,exp,validity,notes
Mk,2,variable,comp,Mk.Sb,50,2.105,50,384,39,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,50,384,76,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,50,384,42,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,50,384,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,50,384,25,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,50,384,10,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,50,384,16,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,50,384,35,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,432,112,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,432,105,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,432,7,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,432,133,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,432,424,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,432,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,432,328,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,432,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,432,336,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,432,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,432,288,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,432,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,432,416,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,432,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,432,552,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,432,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,432,588,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,432,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,432,320,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,432,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,432,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,432,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,432,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,432,,comp2,NO,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,432,83,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,432,61,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,432,61,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,432,48,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,432,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,432,760,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,432,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,432,704,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,432,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,432,680,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,432,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,432,600,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,432,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,432,213,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,432,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,432,1264,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,432,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,432,912,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,432,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,432,340,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,10,432,67,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,10,432,17,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,10,432,30,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,10,432,19,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,10,432,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,1,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,2,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,2,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,3,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,3,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mg,4,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mk,4,variable,comp,Mg.Mk,50,2.105,10,432,,comp2,NO,
Mr,1,variable,mono,Mr,50,2.105,10,432,29,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,10,432,17,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,10,432,133,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,10,432,31,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,1,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,2,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,2,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,3,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,3,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mr,4,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mg,4,variable,comp,Mr.Mg,50,2.105,10,432,,comp2,NO,
Mk,1,variable,comp,Mk.Sb,50,2.105,10,432,40,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,10,432,26,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,10,432,13,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,10,432,39,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,10,432,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,10,432,14,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,10,432,14,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,10,432,12,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,10,432,20,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,480,268,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,480,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,480,224,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,480,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,480,76,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,480,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,480,156,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,480,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,480,408,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,480,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,480,488,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,480,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,480,768,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,480,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,480,456,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,480,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,480,568,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,480,792,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,480,696,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,480,888,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,480,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,480,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,480,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,480,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Sb,1,constant,comp,Mk.Sb,50,2.105,10,480,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,10,480,81,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,10,480,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,10,480,80,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,10,480,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,10,480,60,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,10,480,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,10,480,113,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,30,480,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,30,480,944,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,30,480,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,30,480,1392,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,30,480,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,30,480,1136,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,30,480,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,30,480,1648,comp2,YES,
Sb,1,constant,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,1,constant,comp,Mk.Sb,50,2.105,50,480,296,comp2,YES,
Sb,2,constant,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,2,constant,comp,Mk.Sb,50,2.105,50,480,1184,comp2,YES,
Sb,3,constant,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,3,constant,comp,Mk.Sb,50,2.105,50,480,1408,comp2,YES,
Sb,4,constant,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,4,constant,comp,Mk.Sb,50,2.105,50,480,472,comp2,YES,
Mr,1,variable,comp,Mr.Sb,50,2.105,50,480,476,comp2,YES,
Sb,1,variable,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mr,2,variable,comp,Mr.Sb,50,2.105,50,480,504,comp2,YES,
Sb,2,variable,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mr,3,variable,comp,Mr.Sb,50,2.105,50,480,228,comp2,YES,
Sb,3,variable,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mr,4,variable,comp,Mr.Sb,50,2.105,50,480,252,comp2,YES,
Sb,4,variable,comp,Mr.Sb,50,2.105,50,480,0,comp2,YES,
Mg,1,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,1,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mg,2,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,2,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mg,3,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,3,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mg,4,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mk,4,variable,comp,Mg.Mk,50,2.105,50,480,,comp2,NO,
Mr,1,variable,mono,Mr,50,2.105,50,480,288,comp2,YES,
Mr,2,variable,mono,Mr,50,2.105,50,480,276,comp2,YES,
Mr,3,variable,mono,Mr,50,2.105,50,480,408,comp2,YES,
Mr,4,variable,mono,Mr,50,2.105,50,480,584,comp2,YES,
Mr,1,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,1,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mr,2,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,2,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mr,3,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,3,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mr,4,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mg,4,variable,comp,Mr.Mg,50,2.105,50,480,,comp2,NO,
Mk,1,variable,comp,Mk.Sb,50,2.105,50,480,34,comp2,YES,
Sb,1,variable,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,2,variable,comp,Mk.Sb,50,2.105,50,480,14,comp2,YES,
Sb,2,variable,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,3,variable,comp,Mk.Sb,50,2.105,50,480,102,comp2,YES,
Sb,3,variable,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,4,variable,comp,Mk.Sb,50,2.105,50,480,200,comp2,YES,
Sb,4,variable,comp,Mk.Sb,50,2.105,50,480,0,comp2,YES,
Mk,1,variable,mono,Mk,50,2.105,50,480,7,comp2,YES,
Mk,2,variable,mono,Mk,50,2.105,50,480,21,comp2,YES,
Mk,3,variable,mono,Mk,50,2.105,50,480,1,comp2,YES,
Mk,4,variable,mono,Mk,50,2.105,50,480,48,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,10,528,268,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,10,528,456,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,10,528,348,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,10,528,304,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,10,528,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,30,528,688,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,30,528,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,30,528,664,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,30,528,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,30,528,800,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,30,528,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,30,528,640,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,30,528,0,comp2,YES,
Mr,1,constant,comp,Mr.Sb,50,2.105,50,528,1176,comp2,YES,
Sb,1,constant,comp,Mr.Sb,50,2.105,50,528,0,comp2,YES,
Mr,2,constant,comp,Mr.Sb,50,2.105,50,528,1104,comp2,YES,
Sb,2,constant,comp,Mr.Sb,50,2.105,50,528,0,comp2,YES,
Mr,3,constant,comp,Mr.Sb,50,2.105,50,528,848,comp2,YES,
Sb,3,constant,comp,Mr.Sb,50,2.105,50,528,0,comp2,YES,
Mr,4,constant,comp,Mr.Sb,50,2.105,50,528,1136,comp2,YES,
Sb,4,constant,comp,Mr.Sb,50,2.105,50,528,0,comp2,YES,
Mg,1,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,10,528,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,30,528,,comp2,NO,
Mg,1,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mk,1,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mg,2,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mk,2,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mg,3,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mk,3,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mg,4,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mk,4,constant,comp,Mg.Mk,50,2.105,50,528,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,10,528,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,30,528,,comp2,NO,
Mr,1,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mg,1,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mr,2,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mg,2,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mr,3,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mg,3,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mr,4,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
Mg,4,constant,comp,Mr.Mg,50,2.105,50,528,,comp2,NO,
